CNPJ_Fundo;Data_Referencia;Versao;Ativo_Negociado;Natureza_Transacao;Data_Transacao;Valor_Envolvido;Data_Assembleia;Contraparte
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-07-26;304766.98;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-07-27;113103.94;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FII - MAXI RENDA FI IMOBILIARIO FII;ALIENAÇÃO;2022-07-28;282596.46;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-07-28;3382425.9876;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-07-28;298658.8419;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-07-28;134089.8852;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-07-28;305062.2442;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-07-28;113158.9308;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-07-28;291656.2539;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-07-28;180251.4748;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-07-28;109081.6752;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-07-28;52062.3464;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FII - MAXI RENDA FI IMOBILIARIO FII;ALIENAÇÃO;2022-07-29;239095.06;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-07-29;157;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-07-29;100.13;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-07-29;56.87;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-07-29;43.13;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-01;285294.21;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FII - MAXI RENDA FI IMOBILIARIO FII;ALIENAÇÃO;2022-08-02;51845.69;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-02;332181.02;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FII - MAXI RENDA FI IMOBILIARIO FII;ALIENAÇÃO;2022-08-03;88385.22;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-08-03;7338.78;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-04;56747.72;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FII - MAXI RENDA FI IMOBILIARIO FII;ALIENAÇÃO;2022-08-05;155658.04;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-08-05;19267.8;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-08;10315;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FII - MAXI RENDA FI IMOBILIARIO FII;ALIENAÇÃO;2022-08-09;109561.74;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-09;315993.82;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-10;1080927;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-10;46416.4;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-08-11;325952.2324;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-08-11;37580.8481;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-08-11;10330.3883;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-08-11;316310.0077;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-08-11;1081468.5889;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-08-11;46439.6565;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-08-11;1291942.9337;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-08-11;286405.1044;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FII - MAXI RENDA FI IMOBILIARIO FII;ALIENAÇÃO;2022-08-12;3245343.37;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-12;40300.8;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-15;128772.55;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-16;5375464.27;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-17;1228.7;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-08-18;1917649.8751;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-08-18;1229.3349;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-19;234032.36;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-22;30044.49;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-23;93288.4;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-24;91987.33;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-25;58227.78;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-26;187372.11;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-29;106876.76;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-30;131456.05;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-08-31;38648.03;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-09-02;108625.52;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-09-08;31261.17;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-09-12;55997.44;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-09-13;21907.5;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-09-14;59996.05;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-09-15;87899.92;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-09-16;72891.7;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-09-19;9257.1;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-09-20;83011.8;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;73002.6261;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;9266.4307;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;83053.8552;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;109283.7071;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;31403.3288;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;56195.2439;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;21973.9037;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;60147.3982;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;88077.3711;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;92874.403;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;58758.8103;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;188983.1363;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;107741.5109;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;132452.5543;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;38920.932;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;409081.1822;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;236655.1429;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;30365.4686;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-21;94236.6047;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-09-22;225528.13;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-23;2235359.9346;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-23;225640.5154;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-09-26;59418.68;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-09-27;903050.12;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2022-09-27;5139965.3;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-09-29;650750.72;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-09-30;1609.89;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-10-04;108625.46;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-10-05;3833.89;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;ALIENAÇÃO;2022-10-07;33275.01;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-10-10;156576.59;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
35.652.204/0001-91;2023-06-01;2;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2022-10-13;73356.25;2021-03-02;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
